Date,Open,High,Low,Close,Volume,EMA_12,EMA_26,MACD,Signal,RSI,CCI,ADX
2016-01-04 00:00:00-05:00,90.00655147703797,90.20979994651081,88.3968270722976,89.40493774414062,2846000,89.40493774414062,89.40493774414062,0.0,0.0,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-05 00:00:00-05:00,89.36429037620674,90.02281967052463,89.05535491894435,89.81143951416016,1870400,89.46747647798979,89.4350489863643,0.03242749162549785,0.006485498325099571,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-06 00:00:00-05:00,88.89274391889558,89.2585948702581,88.26674138822976,88.64884948730469,1730900,89.34153386403824,89.37681198643395,-0.03527812239570949,-0.001867225819062241,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-07 00:00:00-05:00,87.39683616671245,88.16105234687888,86.2017342518226,86.53506469726562,2284400,88.90976937684246,89.16631218723629,-0.25654281039382454,-0.052802342734014705,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-08 00:00:00-05:00,86.99848490812902,87.34807255707328,86.03915179260649,86.16922760009766,1984500,88.48814756503556,88.94430592152231,-0.4561583564867533,-0.13347354548456242,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-11 00:00:00-05:00,86.55944521543495,87.21796816550417,85.86840177117526,86.8196029663086,1549700,88.23144839600064,88.7869205174324,-0.5554721214317624,-0.21787326067400242,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-12 00:00:00-05:00,87.55131750495686,87.96593993955167,86.65701922802361,87.7870864868164,2116000,88.1630850253569,88.71285873738678,-0.5497737120298751,-0.284253350945177,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-13 00:00:00-05:00,88.02283553946332,88.47811628289998,86.03913489557303,86.22611999511719,2881400,87.86509040532002,88.52865586758904,-0.6635654622690197,-0.3601157732099456,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-14 00:00:00-05:00,86.12855350604484,87.8114501962896,86.03912370393017,86.97406768798828,1919000,87.72800998726898,88.4135011876186,-0.685491200349631,-0.42519085863788264,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-15 00:00:00-05:00,83.96601470177043,85.95785361362843,83.96601470177043,85.44566345214844,2532400,87.37687975109658,88.19366135536157,-0.8167816042649889,-0.503509007763304,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-19 00:00:00-05:00,86.67327467071932,86.72205231677313,85.59199136375375,85.98223114013672,2459600,87.16231842633351,88.02985170978936,-0.8675332834558418,-0.5763138629018116,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-20 00:00:00-05:00,85.27490267746157,85.32368031117058,83.47818747160483,84.26679229736328,3320400,86.7168528680304,87.75110656812817,-1.0342537000977643,-0.6679018303410021,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-21 00:00:00-05:00,84.43753684801227,85.44564742665847,82.29936537977989,83.49446105957031,3184000,86.22110028211345,87.43579949342018,-1.2146992113067228,-0.7772613065341463,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-22 00:00:00-05:00,84.25056103961039,84.47007288020514,82.99042413520043,83.8521957397461,2483700,85.85665342944156,87.1703473635184,-1.3136939340768379,-0.8845478320426847,28.45430017602247,-132.60659963108824,26.573841757145946
2016-01-25 00:00:00-05:00,83.35626991161561,84.06357689134204,82.55953930253,82.99042510986328,2930000,85.41569522642952,86.86072349287728,-1.445028266447764,-0.9966439189237006,26.670654954124515,-129.67459149240264,26.573841757145946
2016-01-26 00:00:00-05:00,83.13675765168445,84.55136529585351,83.07171665128212,83.94161987304688,2018200,85.1889144028322,86.64449359511207,-1.4555791922798704,-1.0884309735949347,29.465280406034793,-84.72957799271393,26.573841757145946
2016-01-27 00:00:00-05:00,83.7952854122062,85.1611154838237,83.51887044900639,83.99040222167969,1694500,85.00452791342411,86.44789423411707,-1.4433663206929594,-1.1594180430145398,32.32573864675791,-57.77619513171518,26.573841757145946
2016-01-28 00:00:00-05:00,84.38065075236612,85.21803360721307,83.77090523250837,84.93348693847656,1391400,84.99359853266294,86.33571591592147,-1.3421173832585254,-1.195957911063337,43.33116038990991,-31.30998852374317,26.573841757145946
2016-01-29 00:00:00-05:00,85.5919943358547,87.04725411928393,85.33996821895752,87.02286529541016,2195900,85.30579341923944,86.38661586995767,-1.0808224507182302,-1.1729308189943157,53.10832810129958,63.08413630225594,26.573841757145946
2016-02-01 00:00:00-05:00,86.8196220943595,87.27489670803172,86.31556362732853,86.99848175048828,1843800,85.56620700866233,86.43193926851549,-0.8657322598531607,-1.111491107166085,50.68245855067064,81.33651683154751,26.573841757145946
2016-02-02 00:00:00-05:00,85.77088106951693,86.53509753972462,85.77088106951693,86.20176696777344,1730200,85.6639854639102,86.41488946846052,-0.7509040045503212,-1.0393736866429322,43.871834995992046,55.273083056000445,26.573841757145946
2016-02-03 00:00:00-05:00,86.46189960503423,87.40497550173185,85.15297893617185,86.90091705322266,2085000,85.85428263149673,86.45089151177623,-0.5966088802795042,-0.9508207253702466,52.79468054248659,76.72303022240594,26.573841757145946
